Title,Developer(s) 
Lupin Sansei: Columbus no Isan wa Akenisomaru,Nex Entertainment
"Lupin Sansei: Lupin ni wa Shi o, Zenigata ni wa Koi o •Le avventure di ""Lupin III"": Lupin la morte, Zenigata l'amoreFR",Nex Entertainment
Luxor: Pharaoh's Challenge,MumboJumbo
Ma-Gi: Marginal,PrincessSoft
Mabino Style,KID
Mace Griffin: Bounty Hunter,Warthog Games
Mad Maestro! •Bravo MusicJP,Desert Productions
Madagascar: Escape 2 Africa,Idol Minds
Madden NFL 2001 •Madden NFL Super Bowel 2001JP,EA Tiburon
Madden NFL 2002 •Madden NFL Super Bowel 2002JP,EA Tiburon
Madden NFL 2003 •Madden NFL Super Bowel 2003JP,EA Tiburon
Madden NFL 2004,EA Tiburon
Madden NFL 2005 •Madden NFL 2005 Collector's EditionNA •Madden NFL Super Bowel 2005JP,EA Tiburon
Madden NFL 06,EA Tiburon
Madden NFL 07 •Madden NFL 07 (Hall of Fame Edition)NA,EA Tiburon
Madden NFL 08 •Madden NFL 08 en EspañolNA,EA Tiburon
Madden NFL 09,EA Tiburon
Madden NFL 10,EA Tiburon
Madden NFL 11,EA Tiburon
Madden NFL 12,EA Tiburon
Made Man: Confessions of the Family Blood •Made ManEU,SilverBack Studios
The Maestromusic II,Global A
Mafia,Illusion Softworks
Mageru Tsukeru Hahiiru: Ore * Dead Heat,Success
Magic Pengel: The Quest for Color,Taito
Magical Pachinko Cotton: Pachinko Jūki Simulation,Success
Magical Sports 2000 Koushien,Mahou
Magical Tale: Chitchana Mahoutsukai,PrincessSoft
The Magician's Academy,Enterbrain
Magna Carta: Tears of Blood •Magna Carta: Crimson StigmataJP •Magna CartaEU,Softmax
Mahjong,Success
The Mahjong •Simple 2000 Honkaku Shikou Series Vol. 4: The MahjongJP,Warashi
Mahjong Gokū Taisei,Artdink
Mahjong Haoh: Battle Royale,NCS
Mahjong Haoh: Dankyū Battle II,NCS
Mahjong Haoh: Jansou Battle,Mycom
Mahjong Haoh: Kaikyū Battle,Mycom
Mahjong Haoh: Shinken Battle,NCS
Mahjong Haoh: Taikai Battle,Mycom
Mahjong Hiryu Densetsu: Tenpai,Nippon Telenet
Mahjong Party: Idol to Mahjong Shoubu •Mahjong Party: Swimming Suit BeautyAS,Nippon Telenet
Mahjong San Goku Shi,Mycom
Mahjong Sengen Kyoujin de Ron!,Taito
Mahjong Taikai III,Koei
Mahjong Yarouze! 2,Konami
Mahoroba Stories,Dimple Entertainment
Mahoromatic: Moetto - KiraKira Maid-San,Konami
Mahou Sensei Negima! 1-Jikanme ~Okochama Sensei wa Mahoutsukai!~,Konami
Mahou Sensei Negima! 2-Jikanme ~Tatakau Otometachi! Mahora Daiundokai SP~,Konami
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,Konami
Mahou Tsukai Kurohime,Tomy
Mai-HiME: Unmei no Keitouju,Marvelous Entertainment
Mai-Otome Hime: Otome Butou Shi,Sunrise Interactive
The Maid Fuku to Kikanjū •Simple 2000 Series Vol. 105: The Maid Fuku to KikanjūJP,Rideon Japan Inc.
Majin Tantei Nougami Neuro: Battle da Yo!,Compile Heart
Majokko A La Mode,F&C
Majokko A La Mode II,GN Software
Major League Baseball 2K10,Visual Concepts
Major League Baseball 2K11,Visual Concepts
Major League Baseball 2K12,Visual Concepts
Major League Baseball 2K5,Kush Games
Major League Baseball 2K5: World Series Edition,Kush Games
Major League Baseball 2K6,Kush Games
Major League Baseball 2K7,Kush Games
Major League Baseball 2K8,Kush Games
Major League Baseball 2K9,Visual Concepts
Makai Kingdom: Chronicles Of The Sacred Tome •Phantom KingdomJP,Nippon Ichi Software
Makai Tenshou •Simple 2000 Ultimate Series Vol. 24: Makai TenshouJP,Tamsoft
Maken Shao: Demon Sword •Maken ShaoJP,Atlus
Malice,Argonaut Games
Mambo,Phoenix Games
Mamimune * Mogacho no Print Hour,Idea Factory
Mana Khemia: Alchemists of Al-Revis •Mana-Khemia: Gakuen no Renkinjutsushi-tachiJP,Gust
Mana Khemia 2: Fall of Alchemy •Mana Khemia 2: Ochita Gakuen to Renkinjutsushi TachiJP,Gust
Manea Sugoroku: Kabukuro,Ertain
Manhunt,Rockstar North
Manhunt 2,Rockstar London
Maniac Mole,Phoenix Games
Maple Colors,HuneX
Mar Heaven: Arm Fight Dream,Konami
Marble Chaos,Phoenix Games
Marc Ecko's Getting Up: Contents Under Pressure,The Collective
Margot's Word Brain,Slam Games
Mark Davis Pro Bass Challenge •SuperLite 2000: Big Bass: Bass Tsuri Kanzen KouryakuJP,SIMS
The Mark of Kri,Sony Computer Entertainment
Marl de Jigsaw,Nippon Ichi Software
Marvel Nemesis: Rise of the Imperfects,Nihilistic Software
Marvel Super Hero Squad,Blue Tongue Entertainment
"Marvel vs. Capcom 2 •Marvel vs. Capcom 2: New Age of HeroesJP,KO",Capcom
Marvel: Ultimate Alliance,Raven Software
Marvel: Ultimate Alliance 2,n-Space
Mary-Kate and Ashley: Sweet 16 – Licensed to Drive,n-Space
Mashed: Drive To Survive,SuperSonic Software
Master Chess •Simple 2000 Honkaku Shikou Series Vol. 3: The ChessJP,Yuki
Master Rallye,Steel Monkeys
Masters of the Universe: He-Man: Defender of Grayskull,Savage Entertainment
Mat Hoffman's Pro BMX 2 •Mat Hoffman's Pro BMX 2003JP,Rainbow Studios
Matantei Loki Ragnarok Mayoukaku,Taito
The Matrix: Path of Neo,Shiny Entertainment
Mawaza,Media Vision
Max Payne,Remedy Entertainment
Max Payne 2: The Fall of Max Payne,Remedy Entertainment
"Maximo: Ghosts to Glory •MaximoEU,JP,KO",Capcom
Maximo vs. Army of Zin •Makai Eiyūki Maximo: Machine Monster no YabouJP,Capcom
MaXXed Out Racing •Simple 2000 Ultimate Series Vol. 3: Saisoku! Zokusha KingJP,D3 Publisher
Maxxed Out Racing: Nitro •Simple 2000 Ultimate Series Vol. 30: Kourin! Zokusha GodJP,D3 Publisher
Maze Action •Simple 2000 Ultimate Series Vol. 8: Gekitou! Meiro KingJP,D3 Publisher
McFarlane's Evil Prophecy,Konami
MDK2: Armageddon,BioWare
The Mechsmith: Run=Dim,Idea Factory
Medal of Honor: European Assault,EA Los Angeles
Medal of Honor: Frontline,EA Los Angeles
Medal of Honor: Rising Sun,EA Los Angeles
Medal of Honor: Vanguard,EA Los Angeles
Medical 91,Takuyo
Medical and Engineering Joint Entrance Quiz,Candela Software
Mega Man Anniversary Collection,Atomic Planet Entertainment
"Mega Man X7 •RockMan X7JP,KO",Capcom
"Mega Man X8 •RockMan X8JP,KO",Capcom
Mega Man X Collection,Capcom
Mega Man X: Command Mission •RockMan X Command MissionJP,Capcom
MegaRace 3: Nanotech Disaster,Cryo Interactive
Meine Liebe: Yūbinaru Kioku,Konami
Meine Liebe II: Hokori to Seigi to Ai,Tenky
Meitantei Conan: Daiei Teikoku no Isan,Bandai
Meitantei Evangelion,Headlock
Melty Blood: Act Cadenza,Ecole Software
Melty Blood: Actress Again,Ecole Software
Memorial Song,Datam Polystar
Memories Off 5: Encore,KID
Memories Off 5: Togireta Film,KID
Memories Off 6: Next Relation,5pb
Memories Off 6: T-wave,5pb
Memories Off After Rain Vol. 1: Oridzuru,KID
Memories Off After Rain Vol. 2: Souen,KID
Memories Off After Rain Vol. 3: Sotsugyou,KID
Memories Off Duet: 1st & 2nd Stories,KID
Memories Off Mix,KID
Memories Off: Sorekara,KID
Memories Off: Sorekara Again,KID
Men at Work! 3,KID
Men in Black II: Alien Escape,Infogrames Melbourne House
The Menkyo Shutoku Simulation •Simple 2000 Series Vol. 25: The Menkyo Shutoku SimulationJP,Vingt-et-un Systems
The Menkou Shutoku Simulation ~Dourokoutsūhou Taiouban~ •Simple 2000 Series Vol. 86: The Menkou Shutoku Simulation ~Dourokoutsūhou Taiouban~JP,Vingt-et-un Systems
Mercenaries: Playground of Destruction,Pandemic Studios
Mercenaries 2: World in Flames,Artificial Mind and Movement
Mercury Meltdown Remix,Ignition Entertainment
Mermaid Prism •Simple 2000 Series Vol. 122: The Ningyo Hime Monogatari – Mermaid PrismJP,Vingt-et-un Systems
Meshimase Roman Sabou •Simple 2000 Series Vol. 98: The Roman SabouJP,Vingt-et-un Systems
Metal Arms: Glitch in the System,Mass Media Games
Metal Gear Solid 2: Sons of Liberty,Konami
Metal Gear Solid 2: Substance,Konami
Metal Gear Solid 3: Snake Eater,Konami
Metal Gear Solid 3: Subsistence,Konami
Metal Saga •Metal Saga: Sajin no KusariJP,Crea-Tech
Metal Slug,SNK Playmore
Metal Slug 3,SNK Playmore
Metal Slug 4,SNK Playmore
Metal Slug 5,SNK Playmore
Metal Slug 6,SNK Playmore
"Metal Slug Anthology •Metal Slug CompleteJP,KO",Terminal Reality
Metal Wolf REV,PrincessSoft
MetropolisMania •Machi-ing MakerJP •Simple 2000 Series Vol. 39: Boku no Machi Zukuri: Machi-ing Maker++JP,Indi
MetropolisMania 2 •Machi-ing Maker 2: Zoku Boku no Machi ZukuriJP,Indi
Mezase! Chess Champion •SuperLite 2000 Table: Mezase! Chess ChampionJP,Success
Mezase! Meimon Yakyūbu 2 •SuperLite 2000 Table: Mezase! Meimon Yakyūbu 2JP,Dazz
Mezase! Super Bowler •SuperLite 2000 Sports: Mezase! Super BowlerJP,Success
Mezase! Super Hustler!! •SuperLite 2000: Mezase! Super Hustler!!JP,Success
Miami Vice,Atomic Planet Entertainment
Michigan: Report from Hell •MichiganJP,Grasshopper Manufacture
Micro Machines,Infogrames Sheffield House
Micro Machines V4,Supersonic Software
Midnight Club 3: DUB Edition,Rockstar San Diego
Midnight Club 3: DUB Edition Remix,Rockstar San Diego
Midnight Club II,Rockstar San Diego
Midnight Club Street Racing,Rockstar San Diego
Midway Arcade Treasures,Midway Games
Midway Arcade Treasures 2,Midway Games
Midway Arcade Treasures 3,Midway Games
Might and Magic: Day of the Destroyer,3DO
Mighty Mulan,The Code Monkeys
Mike Tyson Heavyweight Boxing,Atomic Planet
Mikomai: Towa no Omoi,KID
Million God,Aruze
The Mini Bijo Keikan •Simple 2000 Series Vol. 88: The Mini Bijo KeikanJP,Daft
Mini Desktop Racing,Data Design Interactive
Minority Report: Everybody Runs,Treyarch
Mirai Shounen Conan,D3 Publisher
Missing Blue,Tonkin House
Missing Parts Side A: The Tantei Stories,FOG Inc.
Missing Parts Side B: The Tantei Stories,FOG Inc.
Mission Impossible: Operation Surma,Paradigm Entertainment
Mister Mosquito,Zoom
Mitsu x Mitsu Drops: Love x Love Honey Life,Design Factory
Mizu no Senritsu,KID
Mizu no Senritsu 2: Hi no Kioku,KID
Mizuiro,Interchannel
MLB 06: The Show,San Diego Studio
MLB 07: The Show,San Diego Studio
MLB 08: The Show,San Diego Studio
MLB 09: The Show,San Diego Studio
MLB 10: The Show,San Diego Studio
MLB 11: The Show,San Diego Studio
MLB 2004 •MLB 2003JP,989 Sports
MLB 2005 •MLB 2004JP,989 Sports
MLB 2006,989 Sports
MLB Power Pros •Jikkyou Powerful Major League 2JP,Konami
MLB Power Pros 2008 •Jikkyou Powerful Major League 3JP,Konami
MLB SlugFest 20-03,Midway Games
MLB SlugFest 20-04,Midway Games
MLB SlugFest 2006,Blue Shift
MLB SlugFest: Loaded,Midway Games
Mobile Light Force 2 •Shikigami no ShiroJP,Alfa System
Mobile Suit Gundam: Climax U.C. •Kidou Senshi Gundam: Climax U.C.JP,Bandai
Mobile Suit Gundam: Encounters in Space •Kidou Senshi Gundam: Meguriai SoraJP,Bandai
Mobile Suit Gundam: Federation vs. Zeon •Kidou Senshi Gundam: Renpou vs. Zeon DXJP,Bandai
Mobile Suit Gundam: Gundam vs. Zeta Gundam •Kidou Senshi Gundam: Gundam vs. Z GundamJP,Capcom
Mobile Suit Gundam: Journey to Jaburo •Kidou Senshi GundamJP,Bandai
Mobile Suit Gundam: The One Year War •Kidou Senshi Gundam: Ichinen SensouJP,Namco
Mobile Suit Gundam SEED •Kidou Senshi Gundam SeedJP,"Natsume Co., Ltd."
Mobile Suit Gundam SEED: Never Ending Tomorrow •Kido Senshi Gundam Seed: Owaranai Ashita eJP,Bandai
Mobile Suit Gundam Z: AEUG vs. Titans •Kidou Senshi Z Gundam: AEUG Vs. TitansJP,Capcom
Mobile Suit Gundam: Zeonic Front •Zeonic Front: Kidou Senshi Gundam 0079JP,Bandai
Moe Moe 2-Ji Daisenryaku 2,SystemSoft
Moe Moe 2-Ji Daisenryaku Deluxe,SystemSoft
Moekan: Moekko Company,PrincessSoft
Mojib-Ribbon,NanaOn-Sha
Mojo!,FarSight Studios
Momotarou Dentetsu 11,Hudson Soft
Momotarou Dentetsu 12,Hudson Soft
Momotarou Dentetsu 15,Hudson Soft
Momotarou Dentetsu 16,Hudson Soft
Momotarou Dentetsu USA,Hudson Soft
Momotarou Dentetsu X: Kyūshū-hen mo Arubai,Hudson Soft
Monkey Turn V,Bandai
Monochrome,KID
Monochrome Factor: Cross Road,Genterprise
Monopoly,Electronic Arts
Monopoly Party!,Runecraft
Monster 4x4: Masters of Metal,Ubisoft
Monster Attack •Simple 2000 Series Vol. 31: The Chikyū BoueigunJP,Sandlot
Monster Bass,Konami
Monster Eggs,Phoenix Games
Monster House,Artificial Mind and Movement
Monster Hunter,Capcom
Monster Hunter 2,Capcom
Monster Hunter G,Capcom
Monster Jam,Torus Games
Monster Jam: Maximum Destruction,Ubisoft
Monster Jam: Urban Assault,Torus Games
Monster Lab,Backbone Entertainment
Monster Rancher 3 •Monster FarmJP,Tecmo
Monster Rancher 4 •Monster Farm 4JP,Tecmo
Monster Rancher EVO •Monster Farm 5: Circus CaravanJP,Tecmo
Monster Trux Extreme: Arena Edition,Data Design Interactive
Monster Trux Extreme: Offroad Edition,Data Design Interactive
"Monsters, Inc.",Artificial Mind and Movement
"Monsters, Inc. Scare Island",Artificial Mind and Movement
Monsters vs. Aliens,Beenox
Moorhuhn Fun Kart 2008,Sproing Interactive
Morita Shogi,Yuki
Mortal Kombat: Armageddon,Midway Games
Mortal Kombat: Deadly Alliance,Midway Games
Mortal Kombat: Deception,Midway Games
Mortal Kombat: Shaolin Monks,Midway Games
Moto X Maniac,Phoenix Games
Motocross Mania 3,Deibus Studios
MotoGP,Namco
MotoGP 07,Milestone
MotoGP 08,Milestone
MotoGP 2,Namco
MotoGP 3,Namco
MotoGP 4,Namco
Motor Mayhem: Vehicular Combat League,Beyond Games
Motorbike King •Simple 2000 Ultimate Series Vol. 13: Kyousou! Tansha KingJP,Tamsoft
Motorsiege: Warriors of Primetime,Lightspeed Games
MotorStorm: Arctic Edge,Virtuos
Motto Golful Golf,Artdink
Moujūtsukai to Oujisama,Design Factory
Moujūtsukai to Oujisama: Snow Bride,Design Factory
Mountain Bike Adrenaline,Fresh3D
The Mouse Police,Phoenix Games
Mouse Trophy,Neko Entertainment
Mr. Bean,Beyond Reality
Mr. Golf •Golful GolfJP,Artdink
MS Saga: A New Dawn •Gundam True Odyssey: Ushinawareta G no DensetsuJP,Bandai
MTV's Celebrity Deathmatch,Big Ape Productions
MTX Mototrax,Left Field Productions
The Mummy: The Animated Series,Asobo Studio
The Mummy Returns,Blitz Games
The Mummy: Tomb of the Dragon Emperor,Eurocom
Mundial 2002 Challenge,Anco Software
Muppets Party Cruise,Mass Media Games
Murasaki no Honoo,Idea Factory
Musashi: Samurai Legend •Musashiden II: Blade MasterJP,Square Enix
Mushihimesama,Cave
The Musume Ikusei Simulation •Simple 2000 Series Vol. 36: The Musume Ikusei Simulation – Otousan to IsshoJP,Yuki
Mutsuzaki Hoshi Kikari,Chise
MVP 06: NCAA Baseball,EA Canada
MVP 07: NCAA Baseball,EA Canada
MVP Baseball 2003,EA Canada
MVP Baseball 2004,EA Canada
MVP Baseball 2005,EA Canada
MX 2002 Featuring Ricky Carmichael,Pacific Coast Power and Light
MX Rider,Paradigm Entertainment
MX Superfly,Pacific Coast Power and Light
MX Unleashed,Rainbow Studios
MX vs. ATV Unleashed,Rainbow Studios
MX vs. ATV: Untamed,Incinerator Games
MX World Tour: Featuring Jamie Little,Impulse Games
My Home o Tsukurou!,Victor Interactive Software
My Home o Tsukurou 2! Jūjitsu! Kantan Sekkei!!,Marvelous Entertainment
My Home o Tsukurou 2! Shou,Marvelous Entertainment
My Horse & Me 2,Tate Interactive
My Merry May,KID
My Merry Maybe,KID
My Street,Idol Minds
Myself ; Yourself,Yeti
Myself; Yourself: Sorezore no Finale,Yeti
Myst III: Exile,Presto Studios
Mystereet,Abel Software
Mystic Heroes •Chou Battle HoushinJP,Koei
Mystic Nights,N-Log Corporation
Myth Makers: Orbs of Doom,Data Design Interactive
Myth Makers: Super Kart GP,Data Design Interactive
Myth Makers: Trixie in Toyland,Data Design Interactive
NadePro!! Kisama mo Seiyū Yattemiro!,GungHo Online Entertainment
The Naked Brothers Band,Barking Lizards Technologies
Namco Museum,Mass Media Games
Namco Museum 50th Anniversary •Namco Museum Arcade Hits!JP,Digital Eclipse
Namco X Capcom,Monolith Soft
namCollection,Namco
Nana,Konami
Nanatsuiro * Drops Pure!!,MediaWorks
Nankuro •SuperLite 2000 Puzzle: NankuroJP,Success
Nano Breaker,Konami
Naraku no Shiro,Fog Inc.
Narc,VIS Entertainment
Naruto Shippuden: Ultimate Ninja 4 •Naruto Shippūden: Narutimate AccelJP •Ultimate Ninja 4: Naruto ShippudenPAL,CyberConnect2
Naruto Shippuden: Ultimate Ninja 5 •Naruto Shippūden: Narutimate Accel 2JP,Cyberconnect2
"Naruto: Ultimate Ninja •Naruto: Narutimate HeroJP,KO",Cyberconnect2
Naruto: Ultimate Ninja 2 •Naruto: Narutimate Hero 2JP,Cyberconnect2
Naruto: Ultimate Ninja 3 •Naruto: Narutimate Hero 3JP,Cyberconnect2
Naruto: Uzumaki Chronicles •Naruto: Uzumaki NindenJP,Racjin
"Naruto: Uzumaki Chronicles 2 •Naruto: Konoha SpiritsJP,KO",Racjin
NASCAR 06: Total Team Control,EA Tiburon
NASCAR 07,EA Tiburon
NASCAR 08,EA Tiburon
NASCAR 09,EA Tiburon
NASCAR 2001,EA Sports
NASCAR 2005: Chase for the Cup,EA Tiburon
NASCAR: Dirt to Daytona,Monster Games
NASCAR Heat 2002,Monster Games
NASCAR Thunder 2002,EA Tiburon
NASCAR Thunder 2003,EA Sports
NASCAR Thunder 2004,EA Tiburon
National Geographic: Safari Adventures Africa •Safari Adventures AfricaAU,Blast! Entertainment Ltd
Natsu Shoujo: Promised Summer,Success
Natsu Yume Ya Wa,KID
Natsuiro: Hoshikuzu no Memory,PrincessSoft
Natsuiro Komachi,PrincessSoft
Natsuiro no Sunadokei,PrincessSoft
Natsuzora no Monologue,Design Factory
Natural 2: Duo - Sakurairo no Kisetsu,F&C
Naval Ops: Commander •Kurogane no Houkou 2: Warship CommanderJP,Microcabin
Naval Ops: Warship Gunner •Kurogane no Houkou 2: Warship GunnerJP,Microcabin
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,Naxat Soft
NBA 06,San Diego Studio
NBA 07,A.C.R.O.N.Y.M. Games
NBA 08,A.C.R.O.N.Y.M. Games
NBA 09: The Inside,A.C.R.O.N.Y.M. Games
NBA 2K10,Visual Concepts
NBA 2K11,Visual Concepts
NBA 2K12,Visual Concepts
NBA 2K2 •Sega Sports NBA 2K2JP,Visual Concepts
NBA 2K3,Visual Concepts
NBA 2K6,Visual Concepts
NBA 2K7,Visual Concepts
NBA 2K8,Visual Concepts
NBA 2K9,Visual Concepts
NBA Ballers,Midway Games
NBA Ballers: Phenom,Midway Games
NBA Hoopz,Eurocom
NBA Jam,Acclaim Entertainment
NBA Live 06,EA Canada
NBA Live 07,EA Canada
NBA Live 08,HB Studios
NBA Live 09,HB Studios
NBA Live 2001,EA Canada
NBA Live 2002,EA Canada
NBA Live 2003,EA Canada
NBA Live 2004,EA Canada
NBA Live 2005,EA Canada
NBA Shootout 2001,989 Sports
NBA Shootout 2003,989 Sports
NBA Shootout 2004,989 Sports
NBA Starting Five,Konami
NBA Starting Five 2005,Konami
NBA Street,NuFX
NBA Street V3,EA Canada
NBA Street Vol. 2,EA Canada
NCAA Basketball 09,EA Canada
NCAA College Basketball 2K3,Kush Games
NCAA College Football 2K3,Avalanche Software
NCAA Final Four 2001,989 Sports
NCAA Final Four 2002,989 Sports
NCAA Final Four 2003,989 Sports
NCAA Final Four 2004,989 Sports
NCAA Football 06,EA Tiburon
NCAA Football 07,EA Tiburon
NCAA Football 08,EA Tiburon
NCAA Football 09,EA Tiburon
NCAA Football 10,EA Tiburon
NCAA Football 11,EA Tiburon
NCAA Football 2002,EA Tiburon
NCAA Football 2003,EA Tiburon
NCAA Football 2004,EA Tiburon
NCAA Football 2005,EA Tiburon
NCAA Gamebreaker 2001,989 Sports
NCAA Gamebreaker 2003,989 Sports
NCAA Gamebreaker 2004,989 Sports
NCAA March Madness 06,EA Canada
NCAA March Madness 07,EA Canada
NCAA March Madness 08,EA Canada
NCAA March Madness 2002,NuFX
NCAA March Madness 2003,NuFX
NCAA March Madness 2004,NuFX
NCAA March Madness 2005,EA Canada
Need for Speed: Carbon,EA Canada
Need For Speed: Hot Pursuit 2,EA Black Box
Need for Speed: Most Wanted,EA Canada
Need for Speed: ProStreet,EA Black Box
Need for Speed: Undercover,Exient Entertainment
Need for Speed: Underground,EA Black Box
Need for Speed: Underground 2,EA Black Box
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,Konami
Negima!? Dream Tactic Yumemiru Otome Princess,Konami
The Neko-Mura no Ninnin Pagu Daikan no Akugyou Sanmai •Simple 2000 Series Vol. 116: The Neko-Mura no Ninnin – Pagu Daikan no Akugyou SanmaiJP,Vingt-et-un Systems
Neo Angelique,Koei
Neo Angelique Full Voice,Koei
Neo Atlus III,Artdink
Neo Contra,Konami
NeoGeo Battle Coliseum,SNK Playmore
Neopets: The Darkest Faerie,Idol Minds
Neppachi Gold: CR Monster Mansion,Daikoku Denki
Net de Bomberman,Hudson Soft
Netsu Chu! Pro Yakyū 2002,Namco
Netsu Chu! Pro Yakyū 2003,Namco
Netsu Chu! Pro Yakyū 2003: Aki no Night Matsuri,Namco
Netsu Chu! Pro Yakyū 2004,Namco
Nettai Teikiatsu Shoujo,NIne'sFox
Never7: The End of Infinity,KID
Neverland Kenkyūfu,Neverland
New Jinsei Game,Atlus
New Roommania: Porori Seishun,Sega
New York Race,Kalisto Entertainment
Next Generation Tennis •Roland Garros French Open 2002FR,Wanadoo Edition
Next Generation Tennis 2003 •Roland Garros 2003 French OpenFR,Wanadoo Edition
NFL Blitz 20-02,Midway Games
NFL Blitz 20-03,Midway Games
NFL 2K2 •Sega Sports NFL 2K2JP,Visual Concepts
NFL 2K3,Visual Concepts
NFL Blitz Pro,Midway Games
NFL GameDay 2001,989 Studios
NFL GameDay 2002,989 Studios
NFL GameDay 2003,989 Studios
NFL GameDay 2004,989 Studios
NFL Head Coach,EA Tiburon
NFL QB Club 2002,Acclaim Studios Austin
NFL Street,EA Tiburon
NFL Street 2,EA Tiburon
NFL Street 3,EA Tiburon
NHL 06,EA Canada
NHL 07,EA Montreal
NHL 08,HB Studios
NHL 09,HB Studios
NHL 2001,EA Canada
NHL 2002,EA Canada
NHL 2003,EA Canada
NHL 2004,EA Canada
NHL 2005,EA Canada
NHL 2K10,Take-Two Interactive
NHL 2K3,Treyarch
NHL 2K6,Kush Games
NHL 2K7,Kush Games
NHL 2K8,Kush Games
NHL 2K9,Take-Two Interactive
NHL FaceOff 2001,989 Sports
NHL FaceOff 2003,989 Sports
NHL Hitz 20-02,Black Box Games
NHL Hitz 20-03,Black Box Games
NHL Hitz Pro,Next Level Games
NHRA Championship Drag Racing,Lucky Chicken
NHRA Drag Racing: Countdown to the Championship 2007,Pipeworks Studios
"Ni Hao, Kai-Lan: Super Game Day",Take-Two Interactive
Nichibeikan Pro Yakyū: Final League,SquareSoft
Nicktoons: Attack of the Toybots,Blue Tongue Entertainment
Nicktoons: Battle for Volcano Island •SpongeBob and Friends: Battle for Volcano IslandPAL,Blue Tongue Entertainment
Nicktoons Movin' •SpongeBob SquarePants Movin' with FriendsEU,Mass Media Games
Nicktoons Unite! •SpongeBob SquarePants & Friends: Unite!EU,Blue Tongue Entertainment
Night Wizard the Video Game: Denial of the World,5pb
The Nightmare of Druaga: Fushigino Dungeon •The Nightmare of Druaga: Fushigi no DungeonJP,Arika
Nights into Dreams,Sonic Team
"Nightshade •KunoichiAS,JP,KO",Wow Entertainment
Nihon Sumo Kyokai Kounin: Nihon Oozumou Gekitou Honbashohen,Konami
Ninja Assault,Namco
Ninjabread Man,Data Design Interactive
Ninkyouden: Toseinin Ichidaiki,Genki
Nippon Oozumou Kakutouhen,Konami
Nishikaze no Kyoushikyouku: The Rhapsody of Zephyr,SoftMax
Nitrobike,Left Field Productions
Noble Racing,Midas Interactive Entertainment
Nobunaga no Yabou Online,Koei
Nobunaga no Yabou Online: Haten no Shou (Expansion),Koei
Nobunaga no Yabou Online: Souha no Shou (Expansion),Koei
Nobunaga no Yabou Online: Tappi no Shou (Expansion),Koei
Nobunaga no Yabou: Ranseiki •Nobunaga no Yabou: Ranseiki with Power-Up KitJP,Koei
Nobunaga no Yabou: Soutenroku •Nobunaga no Yabou: Soutenroku with Power-Up KitJP,Koei
Nobunaga Senki,Global A
Nobunaga's Ambition: Iron Triangle •Nobunaga no Yabou: KakushinJP •Nobunaga no Yabou: Kakushin with Power-Up KitJP,Koei
Nobunaga's Ambition: Rise to Power •Nobunaga no Yabou: Tenka SouseiJP •Nobunaga no Yabou: Tenka Sousei with Power-Up KitJP,Koei
Nodame Cantabile,Banpresto
Noddy and the Magic Book,Neko Entertainment
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",ASCII Media Works
The Noroi no Game •Simple 2000 Series Vol. 92: The Noroi no GameJP,HuneX
North Wind: Eien no Yakusoku,Datam Polystar
NPPL Championship Paintball 2009 •The Millenium European Paintball Series: Championship Paintball 2009PAL,Sand Grain Studios
NRA Gun Club,Crave Entertainment
Nuga-Cel!,Lupinus
Nurse Witch Komugi-Chan Magical te,KID
Obliterate,Phoenix Games
ObsCure,Hydravision Entertainment
Obscure: The Aftermath •Obscure IIPAL,Hydravision Entertainment
Ocean Commander,CyberPlanet Interactive
The Ochimusha – Doemu Samurai Toujou •Simple 2000 Series Vol. 118: The Ochimusha – Doemu Samurai ToujouJP,Tamsoft
Odin Sphere,Vanillaware
Oekaki Puzzle •SuperLite 2000 Puzzle: Oekaki PuzzleJP,Success
Offroad Extreme!,Phoenix Games
Ojousama Kumikyoku: Sweet Concert,Pionesoft
Okage: Shadow King •Boku to MaouJP,"Zener Works, Sony Computer Entertainment"
Ōkami,Clover Studio
Ōokuki,Global A
Omoi no Kakera: Close to,KID
Omoide ni Kawaru-Kimi: Memories Off,KID
One Piece Grand Adventure,Ganbarion
One Piece Grand Battle! •One Piece Grand Battle! RushJP,Ganbarion
One Piece Grand Battle! 3,Ganbarion
One Piece: Pirates' Carnival,h.a.n.d.
One Piece: Round the Land •One Piece Land LandJP,Artdink
The Onēchanbara 2 •Simple 2000 Series Vol. 90: The Onēchanbara 2JP,Tamsoft
Oni,Bungie
"Onimusha 2: Samurai's Destiny •Onimusha 2JP,KO",Capcom
"Onimusha 3: Demon Siege •Onimusha 3EU,JP,KO",Capcom
Onimusha Blade Warriors •Onimusha BuraidenJP,Capcom
"Onimusha: Dawn of Dreams •Shin Onimusha: Dawn of DreamsJP,KO",Capcom Production Studio 2
Onimusha: Warlords •OnimushaJP,Capcom
Online Pro Wrestling,Yuke's
Only You,AliceSoft
Onmyou Taisenki: Byakko Enbu,Matrix Software
Onmyou Taisenki: Hasha no In,Matrix Software
